d_lt	d_den	d_schedule	total
T	N	05:55	7.99999994
T	N	06:00	44.99999968
T	N	06:05	17.99999986
T	N	06:10	21.99999984
T	N	06:15	15.99999988
T	N	06:20	14.99999990
T	N	06:25	17.99999988
T	N	06:30	32.99999976
T	N	06:35	35.99999974
T	N	06:40	20.99999980
T	N	06:45	51.99999947
T	N	23:05	2.99999998
T	N	23:10	14.99999989
T	N	23:15	1.99999999
T	N	23:30	1.99999999
T	N	23:45	9.99999994
T	N	23:55	1.99999999
